Title	Genre
The Retrieval (2013)	'Adventure', 'Drama'
Dear Mr. Watterson (2013)	'Documentary'
The Dish (2000)	'Comedy', 'Drama'
Posthumous (2014)	'Comedy', 'Drama', 'Romance'
Metroland (1997)	'Comedy', 'Drama'
Forever Strong (2008)	'Drama'
Slacker 2011 (2011)	'Drama'
Ae Fond Kiss... (2004)	'Drama', 'Romance'
Devil's Knot (2013)	'Biography', 'Crime', 'Drama'
Ghosts of Mississippi (1996)	'Drama'
Whatever Works (2009)	'Comedy', 'Romance'
Looking for Lenny (2011)	'Documentary'
Food, Inc. (2008)	'Documentary'
Merry Christmas, Drake & Josh (2008)	'Comedy', 'Family'
Man of Her Dreams (1997)	'Drama', 'Thriller'
Annie: A Royal Adventure! (1995)	'Family'
Little Manhattan (2005)	'Comedy', 'Family', 'Romance'
The Codes of Gender (2010)	'Documentary'
Jonny Quest Versus the Cyber Insects (1995)	'Action', 'Adventure', 'Animation'
Management (2008)	'Comedy', 'Drama', 'Romance'
Letters from the Big Man (2011)	'Drama'
RÌ¦lli ja metsÌ_nhenki (2001)	'Family', 'Fantasy'
Ladybugs (1992)	'Comedy'
Nunnan (2007)	'Documentary'
Home (2013)	'Drama'
Party Girl (2014)	'Drama'
Real Playing Game (2013)	'Action', 'Adventure', 'Sci-Fi'
Inspector Bellamy (2009)	'Crime', 'Drama', 'Thriller'
8:46 (2011)	'Drama'
The Chatterley Affair (2006)	'Drama', 'Romance'
Catfish in Black Bean Sauce (1999)	'Comedy', 'Drama'
Orson Welles: The One-Man Band (1995)	'Documentary'
A Fairly Odd Movie: Grow Up, Timmy Turner! (2011)	'Animation', 'Comedy', 'Family'
The Brandon Teena Story (1998)	'Documentary', 'Biography'
American Gangster (2007)	'Biography', 'Crime', 'Drama'
Last Summer in the Hamptons (1995)	'Comedy', 'Drama'
Sibir. Monamur (2011)	'Drama'
Man Up (2015)	'Comedy', 'Drama', 'Romance'
The Benefactor (2015)	'Drama'
Thanksgiving Family Reunion (2003)	'Comedy'
The Trouble with the Truth (2011)	'Drama'
Mad Max: Fury Road (2015)	'Action', 'Adventure', 'Sci-Fi'
I Am Omega (2007)	'Action', 'Horror', 'Sci-Fi'
Voyage to the Beginning of the World (1997)	'Biography', 'Drama'
Exodus: Gods and Kings (2014)	'Action', 'Adventure', 'Drama'
Requiem pour une tueuse (2011)	'Thriller'
Twogether (1992)	'Comedy', 'Drama', 'Romance'
Beyond the Sea (2004)	'Biography', 'Drama'
Supergator (2007)	'Horror', 'Sci-Fi'
The Dangerous Lives of Altar Boys (2002)	'Comedy', 'Drama'
Repentance (2013)	'Drama', 'Horror', 'Thriller'
Death of a Shadow (2012)	'Drama', 'Fantasy'
8: The Mormon Proposition (2010)	'Documentary'
Public Speaking (2010)	'Documentary'
Sisters in Law (2005)	'Documentary'
The Spirit (2008)	'Action', 'Crime', 'Fantasy'
88 (2015)	'Action', 'Thriller'
The Barber (2014)	'Thriller'
Baadshah (1999)	'Action', 'Comedy', 'Crime'
Yeongeo wanjeonjeongbok (2003)	'Comedy', 'Romance'
Hell and Mr. Fudge (2012)	'Drama'
El cant dels ocells (2008)	'Drama'
Dead End (2003)	'Horror', 'Mystery', 'Thriller'
Reclaim (2014)	'Action', 'Adventure', 'Crime'
Hellbound? (2012)	'Documentary'
Exotica (1994)	'Drama'
Alive Day Memories: Home from Iraq (2007)	'Documentary'
Un moment d'Ì©garement (2015)	'Comedy', 'Drama', 'Romance'
Asylum (2008)	'Horror', 'Sci-Fi', 'Thriller'
My New Gun (1992)	'Comedy'
To Write Love on Her Arms (2012)	'Biography', 'Drama'
Green Sails (2000)	'Adventure', 'Drama', 'Thriller'
Naked Fear (2007)	'Horror', 'Thriller'
Qualunquemente (2011)	'Comedy'
We Are Marshall (2006)	'Drama'
Remarkable Power (2008)	'Comedy'
Justice League: The New Frontier (2008)	'Animation', 'Action', 'Adventure'
Blinkende lygter (2000)	'Action', 'Comedy', 'Crime'
White Lightnin' (2009)	'Biography', 'Drama'
Barbie of Swan Lake (2003)	'Animation', 'Family'
Saya-zamurai (2010)	'Comedy'
My Baby's Daddy (2004)	'Comedy'
Casa de los babys (2003)	'Drama'
MÌ¼sica Campesina (2011)	'Comedy', 'Drama'
The Nasty Girl (1990)	'Comedy', 'Drama'
Annaluise & Anton (1999)	'Family', 'Comedy', 'Drama'
Wyrmwood: Road of the Dead (2014)	'Action', 'Comedy', 'Horror'
Sex Drive (2008)	'Adventure', 'Comedy', 'Romance'
My Son, My Son, What Have Ye Done (2009)	'Drama', 'Thriller'
In the Room (2015)	'Comedy', 'Drama', 'Romance'
S: Saigo no Keikan - Dakkan: Recovery of Our Future (2015)	'Action', 'Thriller'
Suen lo chor (2016)	'Comedy', 'Crime'
In ascolto (2006)	'Crime', 'Drama', 'Thriller'
Amu (2005)	'Drama'
Oxygen (1999)	'Crime', 'Drama', 'Thriller'
Jadesoturi (2006)	'Action', 'Adventure', 'Drama'
Boom Bust Boom (2015)	'Documentary'
Life Partners (2014)	'Comedy', 'Romance'
Wrong Turn 4: Bloody Beginnings (2011)	'Horror'
10 Attitudes (2001)	'Drama'
Gridiron Gang (2006)	'Crime', 'Drama'
Technotise - Edit i ja (2009)	'Animation', 'Drama', 'Sci-Fi'
Eri Eri rema sabakutani (2005)	'Drama', 'Sci-Fi'
Western (2015)	'Documentary'
Prime Suspect: The Lost Child (1995)	'Crime', 'Drama', 'Mystery'
Tortilla Soup (2001)	'Comedy', 'Romance', 'Drama'
From Bedrooms to Billions (2014)	'Documentary'
Ye ban ge sheng (1995)	'Drama', 'Romance'
Buried (2010)	'Drama', 'Mystery', 'Thriller'
Viva Cuba (2005)	'Comedy', 'Drama'
John Dies at the End (2012)	'Comedy', 'Horror', 'Sci-Fi'
Home Sweet Home (2008)	'Comedy'
Blessed and Cursed (2010)	'Drama'
Semper Fi (2001)	'Drama', 'Action'
Elysium (2013)	'Action', 'Drama', 'Sci-Fi'
Monsieur Batignole (2002)	'Comedy', 'Drama'
Neoneun nae unmyeong (2005)	'Drama', 'Romance'
Bait (2012)	'Action', 'Horror', 'Sci-Fi'
Latin Lover (2015)	'Comedy', 'Drama'
Shelter Island (2011)	'Documentary', 'Biography', 'Drama'
Detaljer (2003)	'Drama'
Qualche nuvola (2011)	'Comedy'
A Series of Unfortunate Events (2004)	'Adventure', 'Comedy', 'Family'
The Follow (2001)	'Action', 'Mystery'
Forever Mine (1999)	'Crime', 'Drama', 'Romance'
Nessuno mi puÌ_ giudicare (2011)	'Comedy'
Bottle Shock (2008)	'Comedy', 'Drama'
Auk nr 8 (2010)	'Documentary', 'Drama'
The Strange Little Cat (2013)	'Comedy', 'Drama', 'Family'
Until Death (2007)	'Action', 'Crime', 'Drama'
Limited Partnership (2014)	'Documentary', 'Biography', 'Drama'
Naissance des pieuvres (2007)	'Drama', 'Romance'
Richard III (1995)	'Drama'
Gekijouban Bureiku bureido Daiisshou: Kakusei no koku (2010)	'Animation', 'Action', 'Drama'
Frankie and Johnny (1991)	'Comedy', 'Drama', 'Romance'
Finisterrae (2010)	'Fantasy'
PressPausePlay (2011)	'Documentary'
Oki's Movie (2010)	'Comedy', 'Drama'
Lolita (1997)	'Drama', 'Romance'
Age of Uprising: The Legend of Michael Kohlhaas (2013)	'Drama'
The Princess Diaries (2001)	'Comedy', 'Family', 'Romance'
Iliza Shlesinger: Freezing Hot (2015)	'Documentary', 'Comedy'
Sabrina (1995)	'Comedy', 'Drama'
Helena from the Wedding (2010)	'Comedy', 'Drama'
Banksy Does New York (2014)	'Documentary'
Inescapable (2012)	'Action', 'Drama', 'Mystery'
Beastmaster 2: Through the Portal of Time (1991)	'Fantasy', 'Action', 'Adventure'
The Wrong Man (1993)	'Romance', 'Thriller'
Daylight Robbery (2008)	'Crime', 'Drama', 'Thriller'
Las mantenidas sin sueÌ±os (2005)	'Comedy', 'Drama'
Dopamine (2003)	'Comedy', 'Drama', 'Romance'
Bian Lian (1996)	'Drama'
Kill Katie Malone (2010)	'Horror', 'Thriller'
Zach Galifianakis: Live at the Purple Onion (2006)	'Documentary', 'Comedy'
Wu kui (1994)	'Drama'
Bio-Dome (1996)	'Comedy'
3å¡ kÌ_lter (2005)	'Drama', 'Romance'
Addicted to Fresno (2015)	'Comedy', 'Drama'
The Mark of Cain (2001)	'Documentary'
Cleveland Abduction (2015)	'Biography', 'Crime', 'Drama'
Wilbur Wants to Kill Himself (2002)	'Comedy', 'Drama', 'Romance'
Big Daddy (1999)	'Comedy', 'Drama', 'Family'
Kuan meun ho (2010)	'Comedy', 'Romance'
Deepwater Horizon (2016)	'Action', 'Drama', 'Thriller'
Expelled: No Intelligence Allowed (2008)	'Documentary'
A Single Man (2009)	'Drama', 'Romance'
Mortal Thoughts (1991)	'Mystery', 'Thriller'
'Hellboy': The Seeds of Creation (2004)	'Documentary'
A Sound of Thunder (2005)	'Action', 'Adventure', 'Horror'
Touchy Feely (2013)	'Drama'
What's Up, Scarlet? (2005)	'Comedy', 'Drama', 'Romance'
The Brave Little Toaster Goes to Mars (1998)	'Animation', 'Adventure', 'Family'
Stealing Cars (2015)	'Drama'
Angels Fall (2007)	'Drama', 'Romance', 'Thriller'
AssociÌ©s contre le crime: L'oeuf d'Ambroise (2012)	'Comedy', 'Crime'
Black Robe (1991)	'Adventure', 'Drama'
Southland Tales (2006)	'Comedy', 'Mystery', 'Sci-Fi'
Friendship! (2010)	'Adventure', 'Comedy'
Life Inside Out (2013)	'Drama'
Kongen av BastÌüy (2010)	'Action', 'Drama'
Radical Grace (2015)	'Documentary'
The Little Death (2014)	'Comedy', 'Drama', 'Romance'
I Don't Know How She Does It (2011)	'Comedy', 'Romance'
Laurel Canyon (2002)	'Drama'
Jigar (1992)	'Action', 'Drama', 'Romance'
Summer of 8 (2016)	'Comedy', 'Drama', 'Romance'
The Art of Flight (2011)	'Documentary', 'Adventure'
The Lost (2009)	'Thriller'
The Diabolical (2015)	'Horror', 'Sci-Fi'
La mujer sin cabeza (2008)	'Drama', 'Mystery', 'Thriller'
Transformers: Dark of the Moon (2011)	'Action', 'Adventure', 'Sci-Fi'
Murder (2004)	'Action', 'Drama'
Exorcist: The Beginning (2004)	'Horror', 'Mystery', 'Thriller'
Zero. Alyvine Lietuva (2006)	'Crime', 'Thriller'
War Room (2015)	'Drama'
Take the Trash (2008)	'Comedy'
United Passions (2014)	'Drama'
American Animal (2011)	'Comedy', 'Drama'
Maya the Bee Movie (2014)	'Animation', 'Adventure', 'Comedy'
Bullet to Beijing (1995)	'Action', 'Thriller'
Lourdes (2009)	'Drama'
Rango (2011)	'Animation', 'Adventure', 'Comedy'
Whores' Glory (2011)	'Documentary'
Open Range (2003)	'Drama', 'Romance'
Salvage (2009)	'Horror'
Efterskalv (2015)	'Drama'
I Saw the Devil (2010)	'Action', 'Crime', 'Drama'
Nomad: The Warrior (2005)	'Drama'
Fat Pizza (2003)	'Action', 'Adventure', 'Comedy'
Sabrina the Teenage Witch (1996)	'Comedy', 'Family', 'Fantasy'
Elles (2011)	'Drama'
Straight Story (2006)	'Comedy', 'Fantasy', 'Romance'
Meitantei Conan: Seiki matsu no majutsushi (1999)	'Animation', 'Adventure', 'Crime'
Loitering with Intent (2014)	'Comedy', 'Drama'
Xi you ji zhi da sheng gui lai (2015)	'Animation', 'Action', 'Adventure'
St. Giuseppe Moscati: Doctor to the Poor (2007)	'Biography'
Slingshot (2005)	'Crime', 'Drama', 'Romance'
Clay Pigeons (1998)	'Comedy', 'Crime'
Ernest in the Army (1998)	'Family', 'Comedy'
Prototype (1992)	'Action', 'Sci-Fi'
Treto poluvreme (2012)	'Drama', 'Romance'
Top wo Nerae 2! (2004)	'Animation', 'Sci-Fi'
Ant-Man (2015)	'Action', 'Adventure', 'Comedy'
Comeback Season (2006)	'Comedy', 'Romance'
What the Bleep!?: Down the Rabbit Hole (2006)	'Documentary', 'Drama'
Multiple Sarcasms (2010)	'Drama'
Scorchers (1991)	'Comedy', 'Drama'
Bird of Prey (1995)	'Crime', 'Drama'
HazMat (2013)	'Horror', 'Thriller'
Lahore (2010)	'Action', 'Drama'
9 Muses of Star Empire (2012)	'Documentary'
PokÌ©mon: Arceus and the Jewel of Life (2009)	'Animation', 'Action', 'Adventure'
Les animaux amoureux (2007)	'Documentary'
My Piece of the Pie (2011)	'Comedy', 'Drama'
Le tournoi (2015)	'Drama'
Anthony Jeselnik: Thoughts and Prayers (2015)	'Comedy'
Gifted Hands: The Ben Carson Story (2009)	'Biography', 'Drama'
PokÌ©mon the Movie: Diancie and the Cocoon of Destruction (2014)	'Animation', 'Action', 'Adventure'
Consuming Kids: The Commercialization of Childhood (2008)	'Documentary'
Bejbi blues (2012)	'Drama'
Double Play: James Benning and Richard Linklater (2013)	'Documentary', 'Biography'
Creep (2014)	'Horror', 'Thriller'
Al final del tÌ¼nel (2016)	'Crime', 'Thriller'
Cold Storage (2009)	'Thriller'
Our Times (2015)	'Comedy', 'Romance'
Anatomy of a Love Seen (2014)	'Drama', 'Romance'
Chin gei bin 2: Fa tou tai kam (2004)	'Action', 'Adventure', 'Comedy'
Montag kommen die Fenster (2006)	'Drama'
Sparks (2013)	'Action', 'Thriller'
C'est pas moi, je le jure! (2008)	'Comedy', 'Drama', 'Family'
Dimensions (2011)	'Drama'
Detective Byomkesh Bakshy! (2015)	'Action', 'Drama', 'Thriller'
Backflash (2001)	'Action', 'Crime', 'Drama'
I Belong (2012)	'Comedy', 'Drama'
The Rainmaker (1997)	'Crime', 'Drama', 'Thriller'
Ssang-hwa-jeom (2008)	'Drama', 'Romance'
The Event (2003)	'Drama'
Born to Raise Hell (2010)	'Action', 'Thriller'
Red Corner (1997)	'Crime', 'Drama', 'Thriller'
The Deal (2003)	'Drama'
Junebug (2005)	'Comedy', 'Drama'
The Donner Party (2009)	'Drama'
The Children of Leningradsky (2005)	'Documentary'
Ricky (2009)	'Comedy', 'Drama', 'Fantasy'
Crush (1992)	'Drama'
Occupant (2011)	'Thriller'
Wedding Daze (2006)	'Comedy', 'Romance'
Het zwijgen (2006)	'Mystery'
Escape Plan (2013)	'Action', 'Crime', 'Mystery'
Single White Female 2: The Psycho (2005)	'Drama', 'Thriller'
La mÌÁquina de bailar (2006)	'Comedy'
The Secret Village (2013)	'Horror', 'Mystery', 'Thriller'
Return (2011)	'Drama'
Chicago 10 (2007)	'Documentary', 'Animation'
Roll Bounce (2005)	'Comedy', 'Drama'
When the Lights Went Out (2012)	'Horror'
ZweiohrkÌ_ken (2009)	'Comedy', 'Romance'
Abduction (2011)	'Action', 'Mystery', 'Thriller'
Walking on Sunshine (2014)	'Romance'
Gambit (2012)	'Comedy', 'Crime'
The Namesake (2006)	'Drama'
Swoon (1992)	'Crime', 'Drama'
Songhwan (2003)	'Documentary'
Jawbreaker (1999)	'Comedy', 'Crime', 'Thriller'
Future War (1997)	'Action', 'Fantasy', 'Sci-Fi'
Testament of Youth (2014)	'Biography', 'Drama'
Prince Among Slaves (2007)	'Documentary'
Corbo (2014)	'Biography', 'Crime', 'Drama'
Eldorado (2008)	'Comedy', 'Drama'
Manta - Der Film (1991)	'Comedy', 'Romance'
ABCs of Death 2 (2014)	'Comedy', 'Horror'
Today You Die (2005)	'Action', 'Crime', 'Thriller'
TambiÌ©n la lluvia (2010)	'Drama'
Pet Sematary II (1992)	'Fantasy', 'Horror'
The Irish Pub (2013)	'Documentary'
Garden State (2004)	'Comedy', 'Drama', 'Romance'
Smile (2005)	'Adventure', 'Drama'
Popatopolis (2009)	'Documentary'
The True Cost (2015)	'Documentary', 'Biography', 'Drama'
Offline (2012)	'Drama'
The Sadness of Sex (1998)	'Comedy', 'Romance'
XX/XY (2002)	'Drama', 'Romance'
The Wedding Banquet (1993)	'Comedy', 'Drama', 'Romance'
Sebbe (2010)	'Drama'
Pierrepoint: The Last Hangman (2005)	'Biography', 'Crime', 'Drama'
Macbeth (2015)	'Drama'
Michiel de Ruyter (2015)	'Action', 'Adventure', 'Biography'
A Serious Man (2009)	'Comedy', 'Drama'
The Final Member (2012)	'Documentary', 'Comedy', 'Drama'
Dinner with Friends (2001)	'Comedy', 'Drama'
Raging Phoenix (2009)	'Action', 'Romance'
Checking Out (2005)	'Comedy'
Mighty Uke (2010)	'Documentary'
Deep Rising (1998)	'Action', 'Adventure', 'Horror'
Fighting (2009)	'Action', 'Drama'
Siren (2010)	'Horror'
Jat go zi tau di daan sang (1997)	'Action', 'Comedy', 'Crime'
Citizenfour (2014)	'Documentary', 'Biography'
Shut Up & Sing (2006)	'Documentary', 'Biography'
El coronel no tiene quien le escriba (1999)	'Drama'
The Laramie Project (2002)	'Drama', 'Crime'
Julia (2008)	'Crime', 'Drama', 'Thriller'
Comedy Central Roast of Justin Bieber (2015)	'Comedy'
Eva (2011)	'Drama', 'Fantasy', 'Sci-Fi'
The Ladies Man (2000)	'Comedy'
Absolutely Anything (2015)	'Comedy', 'Sci-Fi'
The Flying Machine (2011)	'Animation', 'Adventure', 'Family'
Le confessioni (2016)	'Drama', 'Thriller'
Six Days Seven Nights (1998)	'Action', 'Adventure', 'Comedy'
Spanish Judges (2000)	'Crime', 'Drama'
Little Dieter Needs to Fly (1997)	'Documentary', 'Biography', 'Drama'
America's Most Hated Family in Crisis (2011)	'Documentary'
Death Wish V: The Face of Death (1994)	'Action', 'Crime', 'Drama'
Hotel Hell Vacation (2010)	'Comedy', 'Family'
Dragonfly (2002)	'Drama', 'Fantasy', 'Mystery'
Sisters (2015)	'Comedy'
Return to the Blue Lagoon (1991)	'Adventure', 'Drama', 'Romance'
The Take (2007)	'Action', 'Crime', 'Drama'
Cannibal! The Musical (1993)	'Biography', 'Comedy'
The Grief of Others (2015)	'Drama'
The Man Who Copied (2003)	'Comedy', 'Crime', 'Drama'
She's Lost Control (2014)	'Drama'
Wyatt Earp's Revenge (2012)	'Drama'
Batman: The Dark Knight Returns, Part 1 (2012)	'Animation', 'Action', 'Adventure'
After Innocence (2005)	'Documentary'
House of Boys (2009)	'Drama', 'Romance'
Altman (2014)	'Documentary'
Love, Wedding, Marriage (2011)	'Comedy'
The Inbetweeners Movie (2011)	'Comedy'
The Disappearance of Eleanor Rigby: Him (2013)	'Drama', 'Romance'
Party Monster (1998)	'Documentary', 'Biography'
Zhan. gu (2007)	'Crime', 'Drama'
Hellraiser: Inferno (2000)	'Crime', 'Horror', 'Mystery'
Happily N'Ever After 2 (2009)	'Animation', 'Adventure', 'Comedy'
Terry Fator: Live from Las Vegas (2009)	'Comedy'
Quod erat demonstrandum (2013)	'Drama'
The Devil's Tomb (2009)	'Action', 'Horror', 'Sci-Fi'
SÌ´nt Ì_r livet (1996)	'Drama', 'Comedy'
The Last Rites of Ransom Pride (2010)	'Drama', 'Thriller'
VeggieTales: Madame Blueberry (1998)	'Animation', 'Family'
Jimmy Carr: Comedian (2007)	'Documentary', 'Comedy'
Felt (2014)	'Drama', 'Horror', 'Romance'
Immortal Beloved (1994)	'Biography', 'Drama'
Ji zhan (2013)	'Action', 'Drama'
The Humbling (2014)	'Comedy', 'Drama'
Once Upon a Holiday (2015)	'Drama', 'Romance'
32A (2007)	'Drama'
The Dark Horse (2014)	'Biography', 'Drama'
Jesus Camp (2006)	'Documentary'
The Lords of Salem (2012)	'Horror', 'Thriller'
Felices 140 (2015)	'Comedy', 'Drama'
The Father's Love (2014)	'Drama', 'Romance'
Cure: The Life of Another (2014)	'Drama', 'Mystery', 'Thriller'
The Transporter Refueled (2015)	'Action', 'Crime', 'Thriller'
Walker (2012)	
Solntse (2005)	'Drama'
Ummah - Unter Freunden (2013)	'Comedy', 'Drama'
Greenberg (2010)	'Comedy', 'Drama', 'Romance'
Submerged (2016)	'Action', 'Thriller'
Lackawanna Blues (2005)	'Drama'
La ville est tranquille (2000)	'Drama'
Transfer (2010)	'Drama', 'Sci-Fi'
Ohm Shanthi Oshaana (2014)	'Comedy', 'Romance'
Sixty Six (2006)	'Biography', 'Comedy', 'Drama'
Yongseoneun eupda (2010)	'Crime', 'Drama', 'Thriller'
Superbabies: Baby Geniuses 2 (2004)	'Comedy', 'Family', 'Sci-Fi'
Kristus elab Siberis (2015)	'Documentary'
Goal! The Dream Begins (2005)	'Drama', 'Romance'
Deewangee (2002)	'Crime', 'Thriller', 'Drama'
How to Survive a Plague (2012)	'Documentary'
The Inkwell (1994)	'Romance', 'Comedy', 'Drama'
Kitchen Party (1997)	'Comedy'
Payback (1999)	'Action', 'Crime', 'Drama'
Paanch (2003)	'Crime', 'Thriller'
Skin Trade (2014)	'Action', 'Crime', 'Thriller'
Hunger Point (2003)	'Drama'
Carla's Song (1996)	'Drama', 'Romance'
Duplicate (1998)	'Action', 'Comedy', 'Crime'
Linotype: The Film (2012)	'Documentary'
Zombie Honeymoon (2004)	'Drama', 'Horror', 'Romance'
The Locals (2003)	'Horror', 'Thriller'
La sierra (2005)	'Documentary'
Embrace of the Vampire (2013)	'Horror'
The Heart of the World (2000)	
Gerontophilia (2013)	'Comedy', 'Romance'
Montevideo, Bog te video! (2010)	'Adventure', 'Comedy', 'Drama'
Closing the Ring (2007)	'Drama', 'Romance'
Katyn (2007)	'Drama'
The Era of Vampires (2003)	'Horror', 'Action'
An American Girl Holiday (2004)	'Family', 'Drama'
Freier Fall (2013)	'Drama', 'Romance'
Mondo (1995)	'Drama'
To meteoro vima tou pelargou (1991)	'Drama', 'Romance'
The Butterfly Tattoo (2009)	'Drama', 'Romance', 'Thriller'
The Work of Director Jonathan Glazer (2005)	'Documentary'
Agapi sta 16 (2004)	'Comedy', 'Drama'
Oneechanbara: The Movie (2008)	'Action', 'Horror'
The First Time (2012)	'Comedy', 'Drama', 'Romance'
Jim Gaffigan: Beyond the Pale (2006)	'Documentary', 'Comedy'
Frogs for Snakes (1998)	'Comedy', 'Crime', 'Thriller'
The Great Debaters (2007)	'Biography', 'Drama', 'Romance'
Bunny and the Bull (2009)	'Comedy', 'Drama'
Martyrs (2008)	'Horror'
Angel Dog (2011)	'Drama', 'Family'
Frozen Fever (2015)	'Animation', 'Adventure'
Trapped in a Purple Haze (2000)	'Crime', 'Drama'
Vergiss mein nicht (2012)	'Documentary', 'Biography', 'Family'
Hair Show (2004)	'Comedy', 'Romance'
Entre ses mains (2005)	'Drama'
Super High Me (2007)	'Documentary', 'Comedy'
Kolka Cool (2011)	'Comedy', 'Drama'
Pirate's Passage (2015)	'Animation', 'Fantasy'
Hamlet (2009)	'Drama'
Young Adam (2003)	'Crime', 'Drama'
The Craving (2008)	'Horror'
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara (2003)	'Documentary', 'Biography'
Harvey (1996)	'Fantasy'
Aloha (2015)	'Comedy', 'Drama', 'Romance'
Love Simple (2009)	'Comedy', 'Romance'
Rupan Sansei: Sweet lost night - Maho no lamp wa akumu no yokan (2008)	'Animation', 'Action', 'Comedy'
Brothers (2015)	'Action', 'Drama'
Shoot the Messenger (2006)	'Drama'
Sassy Pants (2012)	'Comedy', 'Drama'
The Big I Am (2010)	'Crime', 'Drama', 'Thriller'
Ride or Die (2003)	'Action', 'Crime'
Disco Pigs (2001)	'Crime', 'Drama', 'Romance'
Ninja Cheerleaders (2008)	'Action', 'Comedy'
Role Models (2008)	'Comedy'
The Baytown Outlaws (2012)	'Action', 'Comedy', 'Crime'
Holding the Man (2015)	'Biography', 'Drama', 'Romance'
Phantom Love (2007)	'Drama'
Super Demetrios (2011)	'Action', 'Adventure', 'Comedy'
Gran Paradiso (2000)	'Adventure', 'Drama', 'Romance'
Booty Call (1997)	'Comedy', 'Romance'
Mutant Chronicles (2008)	'Action', 'Adventure', 'Sci-Fi'
Ghost World (2001)	'Comedy', 'Drama'
When Brendan Met Trudy (2000)	'Comedy', 'Romance'
Six Ways to Sunday (1997)	'Comedy', 'Crime', 'Drama'
La mujer de BenjamÌ_n (1991)	'Comedy', 'Drama'
4 (2004)	'Drama', 'Mystery', 'Sci-Fi'
All My Friends Are Funeral Singers (2010)	'Comedy', 'Drama'
The Haunted (1991)	'Horror'
Watermarks (2004)	'Documentary'
La faute ÌÊ Fidel! (2006)	'Drama'
Zheng hun qi shi (1998)	'Comedy', 'Drama', 'Romance'
Amsal (2015)	'Drama', 'Thriller'
Alles moet weg (1996)	'Comedy', 'Drama'
Green Room (2015)	'Crime', 'Horror', 'Thriller'
Les Misí©rables (1998)	'Crime', 'Drama'
More Things That Happened (2007)	'Drama', 'Mystery'
Del Shodegan (1992)	'Drama'
Keeping the Faith (2000)	'Comedy', 'Drama', 'Romance'
Seventh Heaven (1997)	'Drama'
Mississippi Damned (2009)	'Drama'
Juno (2007)	'Comedy', 'Drama'
Spread (2009)	'Comedy', 'Drama', 'Romance'
Septic Man (2013)	'Horror'
Mein Weg nach Olympia (2013)	'Documentary'
Anuvahood (2011)	'Comedy', 'Crime', 'Drama'
Beavis and Butt-Head Do America (1996)	'Animation', 'Adventure', 'Comedy'
De onfatsoenlijke vrouw (1991)	'Drama', 'Romance', 'Thriller'
Le premier homme (2011)	'Drama'
Such Hawks Such Hounds (2008)	'Documentary'
The Hessen Conspiracy (2009)	'Crime', 'Drama'
The Comedian (2012)	'Drama', 'Romance'
Love Field (1992)	'Drama'
Dark Horse (2011)	'Comedy', 'Drama'
The Little Rascals Save the Day (2014)	'Comedy', 'Family'
Hate Story (2012)	'Drama', 'Thriller'
GojíÇ reisenki: Gojoe (2000)	'Action'
A Short History of Decay (2014)	'Comedy'
Balzac and the Little Chinese Seamstress (2002)	'Biography', 'Drama', 'Romance'
Bachelorette (2012)	'Comedy', 'Romance'
Mon fils ÌÊ moi (2006)	'Drama'
Chlopaki nie placza (2000)	'Comedy', 'Crime'
The Company Men (2010)	'Drama'
The Last Lions (2011)	'Documentary', 'Family'
The Package (2013)	'Action', 'Crime', 'Thriller'
Predators (2010)	'Action', 'Adventure', 'Sci-Fi'
Spark: A Burning Man Story (2013)	'Documentary', 'Action', 'Biography'
Mi Mejor Enemigo (2005)	'Comedy', 'Drama'
Married Life (2007)	'Crime', 'Drama', 'Romance'
Asian School Girls (2014)	'Action', 'Crime', 'Thriller'
Patton Oswalt: Talking for Clapping (2016)	'Documentary', 'Comedy'
Soft Shell Man (2001)	'Drama', 'Romance'
EnragÌ©s (2015)	'Action', 'Drama', 'Thriller'
Modeon boi (2008)	'Drama'
The Names of Love (2010)	'Comedy', 'Drama', 'Romance'
Rhyme & Reason (1997)	'Documentary'
French Film (2008)	'Comedy', 'Romance'
They Came Back (2004)	'Drama', 'Fantasy'
EMI: Liya Hai To Chukana Padega (2008)	'Comedy', 'Crime', 'Drama'
The Testaments: Of One Fold and One Shepherd (2000)	'Drama'
Donovan's Echo (2011)	'Drama', 'Fantasy', 'Mystery'
Bill Maher: I'm Swiss (2005)	'Documentary', 'Comedy'
Les Lyonnais (2011)	'Drama', 'Thriller'
Rush Hour 2 (2001)	'Action', 'Comedy', 'Crime'
El juego de la verdad (2004)	'Comedy', 'Romance'
Last of the Living (2009)	'Comedy', 'Horror', 'Sci-Fi'
Leprechaun 3 (1995)	'Comedy', 'Fantasy', 'Horror'
Chemical Wedding (2008)	'Horror', 'Mystery', 'Sci-Fi'
The Princess of France (2014)	'Comedy', 'Drama', 'Romance'
Frame by Frame (2015)	'Documentary'
Les parasites (1999)	'Comedy'
The Governess (1998)	'Drama', 'Romance'
April Fool's Day (2008)	'Horror'
Lara Croft Tomb Raider: The Cradle of Life (2003)	'Action', 'Adventure', 'Fantasy'
Little Fockers (2010)	'Comedy', 'Romance'
Sleepover (2004)	'Comedy', 'Romance'
Hotline (2014)	'Documentary', 'Biography'
Harold & Kumar Go to White Castle (2004)	'Adventure', 'Comedy'
Malice@Doll (2004)	'Animation', 'Horror', 'Sci-Fi'
